uid,uid1,uid2,uid3,uid4,uid5,uid6,uid7,uid8,uid9,uid10
3201,4801,18155,2687,18063,6970,17403,2073,4511,12337,24071
7079,32023,1361,34213,14283,9587,9107,36124,4719,18767,16518
34258,37453,34717,36808,26321,37009,35534,30208,34705,29741,33132
20907,13185,1444,31168,33056,35231,5539,11853,28603,36725,5725
363,2698,38937,16690,1083,2133,5164,36629,2277,5165,2303
23897,29722,8450,3075,35326,2740,7160,6107,1872,28911,39588
2568,4511,4574,3276,4801,2687,21255,5088,3822,3201,24071
36084,34692,30977,32074,30284,30054,33319,37067,39002,29401,30931
9825,33085,11097,12901,23723,29099,39105,7639,36107,9546,19983
40180,32503,28915,33357,3884,35326,6452,2233,4023,32888,1849
10242,39102,23407,31700,27497,34871,21945,19555,29986,27963,33415
1083,16690,5164,2133,2698,363,2277,37866,37672,8518,38937
26287,32732,39839,37133,38384,22791,37075,39430,32369,18907,32014
34188,33822,35276,35324,38326,35058,35579,38323,39225,39528,36325
13457,12807,20225,20125,21713,24839,39107,38016,33194,18703,36423
36856,39352,6124,12833,24981,27491,35138,23345,12809,10989,18941
33533,19059,21971,29901,15111,35545,17006,29151,21933,31317,20963
40673,39229,40570,38878,40030,37228,40364,39256,39034,39895,39255
33821,35056,40153,37414,36359,34705,35368,35534,39874,39013,38911
38075,39335,40142,34186,38763,39087,36356,39309,38863,39886,37604
26275,37493,26261,26113,16790,18907,26307,37020,34935,35525,26273
19049,33662,39449,15129,22035,21961,19433,17213,32808,21297,32646
13391,31327,3358,15199,167,35821,3974,15911,8768,4970,31680
910,470,23341,36267,836,31598,6920,610,6919,34904,14073
35287,37002,17471,23537,21293,17215,38690,23911,21967,22711,21959
10178,1170,792,33157,10479,31989,3076,869,5141,541,868
38429,32274,1158,37646,34661,2168,31911,1662,2312,34893,9035
38461,34960,16454,40714,15141,39529,11093,5841,13551,17221,12767
28149,36903,822,33191,15061,10713,32574,28607,10928,17875,22763
34277,12149,17121,9938,10294,32930,1454,490,1815,666,9047
9181,68,19369,26349,30911,37086,101,1686,1292,34281,32189
1091,12015,4189,1006,113,1747,11889,1241,30869,2608,37596
1424,1391,2553,1476,970,1878,1475,10629,2813,2203,2835
1537,3099,15015,15095,1903,1574,1314,3482,16347,39993,39115
29473,34699,21517,36700,37343,32226,30049,30974,33484,30447,30969
7048,4383,2256,39588,28911,29722,2740,12689,6270,7160,23897
1333,4242,12027,37643,40420,8553,6625,7117,10319,3022,3838
37112,9416,29233,33764,25083,16730,34117,10509,3937,39975,23393
40334,1884,32353,13955,4890,22215,3858,215,38021,35805,3202
40155,40237,37462,37669,40393,35103,35058,38326,35579,36325,39349
19991,2701,9070,33670,33099,32807,30875,12793,5184,30131,2930
32949,25183,27631,3712,34618,15051,6707,5958,6573,8769,25157
38506,34164,26149,37097,37390,36388,36387,36392,36389,37644,36399
33519,14575,33520,38594,24919,2608,37996,13267,1241,113,19251
40167,30390,4113,8815,3676,1666,2718,3619,20929,17325,2771
1454,10294,36936,1815,36884,34277,12149,490,666,770,9047
33056,31168,20907,13185,37395,5725,3007,3234,1444,35231,21571
32574,16123,822,5233,32566,28149,36903,15061,878,130,31918
34566,2476,31636,34497,18247,15037,35994,11703,18677,24133,34382
33525,16806,21295,19517,32916,23769,21935,21943,21941,9879,16830
15591,36951,5244,501,3268,15813,1190,5538,33818,12067,1010
32648,30187,4186,2129,134,10020,31,12729,38186,8460,6922
12027,37643,1333,20539,4597,6625,4242,3114,7117,9078,40420
9558,29363,37551,23659,4521,23741,4440,38520,24619,4112,9390
20965,7550,6555,5386,1724,301,29165,32805,36485,952,5844
3011,17277,31867,825,1346,1270,32039,36914,19029,555,29511
5539,33697,25457,38068,21703,2285,36725,33562,1444,20907,35231
33473,6482,35957,9522,12767,5841,39529,34960,5810,17221,10506
36857,18447,10541,1863,12897,6481,15579,38490,34456,19467,39046
39099,39451,38311,36326,38570,39401,40441,40209,40670,39436,39428
29209,34918,30049,29485,30941,37343,30969,26093,28019,35099,34990
35534,34705,37009,34258,38310,39874,34717,36674,40153,37453,39331
20233,10706,29099,18983,33085,21275,32149,17106,39105,22709,36107
3937,23393,37112,9416,33764,10509,25083,29233,39975,17749,20175
31867,825,17277,36914,1346,3011,833,23831,38004,29511,12437
39453,39255,39256,39034,38308,37228,38568,36355,38307,40672,40671
9061,15875,4112,24619,11873,36937,18533,9390,7124,15067,38520
39861,40346,39787,39994,40366,39862,40105,38569,39190,39152,39149
23769,16830,21957,33525,16806,21973,21941,21295,21935,21975,25589
10607,27811,39333,8753,10774,23107,9389,9796,7551,19961,8900
38326,35058,35579,36325,34188,35103,35324,39225,33822,40237,40155
39352,6124,36856,12833,24981,23345,27491,12809,39106,10989,35138
38384,39839,18907,26287,32732,37020,26261,22791,37493,32369,34935
22131,27851,39359,27377,32270,39162,37751,27839,33480,30582,34628
39787,40346,39861,40366,39149,39152,39994,38569,39190,39428,39436
32598,37392,33897,37391,37191,30024,39109,35279,40342,38855,26339
39854,35322,40430,40378,35350,39920,28573,35560,39349,34697,40252
5473,7419,13455,12791,31177,6528,24575,39735,18137,18569,4553
10943,38781,20087,40117,6522,16510,31892,36623,26159,3500,17201
38876,40559,38304,39703,40684,39862,39658,39861,40346,39294,40383
12901,23723,37284,9825,9562,19983,9546,23313,38016,11097,7639
35041,26339,30928,26219,38855,36086,36585,40342,37392,37605,33084
8346,30985,37665,33086,34946,23003,16568,35543,34872,30767,23979
12861,34038,18817,21509,33922,17219,15657,8644,30036,2930,34872
39149,39152,39428,39436,39787,40553,40346,40576,39190,40366,39861
40171,35042,39220,32907,36082,34423,35166,34426,38134,37464,35026
37630,36657,34692,38120,22845,36084,37067,30977,30931,33319,30284
39668,34022,35680,36705,33438,40166,33239,38467,39479,36428,38562
38821,26313,26097,33691,31872,19555,39102,31701,34078,27493,33999
31697,29479,35149,35100,40376,37099,24803,34990,33083,37554,30931
30767,21277,33086,30985,23767,23003,32890,24969,14381,35542,10056
12807,20225,13457,24839,21713,20125,39107,32733,18703,36423,35142
37020,34935,37493,35525,26113,18907,38384,26275,26261,26307,39839
5844,22785,29165,7279,5386,21695,34670,722,7550,301,21575
31168,33056,13185,20907,37395,5725,1444,3007,35231,3234,21571
40092,40091,36167,39192,39225,39528,40502,39454,40523,39455,36325
32820,37002,17471,35287,29151,19311,23537,37054,32920,32819,19059
29419,9121,34589,37424,8518,24763,14675,2535,3571,18639,31785
3758,3279,15607,11101,3275,5535,36630,35652,8139,10202,10139
215,3202,35805,6251,39709,40334,34836,2234,4890,34003,13955
470,910,23341,36267,6919,836,34904,31598,3323,105,6920
40807,909,36729,1591,833,36914,39506,29301,23831,28447,23433
4112,24619,18533,9390,4521,38520,9061,15875,15067,23741,7124
9731,1734,10219,9737,34675,28861,39506,28447,34602,33219,25861
15815,40238,30119,39106,11095,17106,22709,19717,14821,23345,12833
33164,14373,34006,31156,184,32301,19799,34753,10687,12665,454
40642,40383,40684,38304,40255,38876,39703,38847,40559,35331,38571
30291,2302,8287,2099,362,1428,6130,10905,38558,21861,1460
3884,4023,28915,2637,40180,2233,6452,33357,32503,2631,32888
20205,29751,10244,23641,33787,32808,30029,20113,15129,30754,16988
887,1443,17020,1193,10832,39421,10180,3007,359,14693,37395
1262,6234,17813,35183,37703,31050,23697,33934,38268,1679,337
4023,3884,2637,28915,2233,40180,6452,33357,2631,32888,32503
3323,1221,1048,6919,34904,36267,12611,6287,23341,1862,31157
3279,3758,11101,15607,8139,5535,40104,3275,36630,10202,10139
3275,5535,35652,3758,5088,21255,5131,3279,3278,15607,36630
34248,37698,38338,40210,37351,35368,36358,38093,33320,33773,38640
32274,38429,34661,37646,1158,2312,2168,31911,677,1662,9035
32503,40180,33357,35326,32888,28915,8450,26189,3884,6452,3075
37391,33897,37191,32598,37392,39109,35279,38118,38827,38855,35022
3099,1903,1537,1574,39115,3482,30143,15015,15095,7659,1867
36325,35058,38326,40523,39225,39228,39192,40502,39528,34188,35579
32646,22279,39449,19049,21297,33662,19433,38497,21961,24669,32808
35528,33077,37100,26239,28557,30974,30998,35496,36843,18303,30961
19555,33691,39102,26313,38821,26097,10242,27493,27497,31872,34871
30036,2930,30131,8644,33922,32809,15657,16814,18817,40423,19167
32580,12793,17487,21161,12529,25597,22219,33199,19985,34794,18355
35545,38497,31317,34651,33533,19059,22279,24085,21971,29901,32646
38571,40159,40255,35101,36809,39513,38847,38495,39812,38323,31508
33916,29747,18269,32799,33945,29369,34490,37661,34000,38923,33200
21161,25597,12529,32580,38368,35453,12793,19887,33199,10684,18355
39572,32144,17649,19535,38361,9500,18569,38557,5468,37888,24575
37392,32598,37391,38855,33897,37191,35041,39109,38118,26339,35279
7551,8900,31246,19961,23107,12763,10774,10607,3909,9796,13769
1158,38429,37646,32274,2168,34661,9035,34893,2312,30246,31785
36914,31867,833,825,1346,17277,40807,23831,3011,38004,909
4242,40420,1333,3022,3114,8553,29910,7117,10319,12027,3704
33047,15605,17777,36266,18857,21507,17831,34051,33836,38572,241
29722,7160,23897,8450,2464,3075,35326,34243,10207,2740,38672
14889,2534,11069,24935,2293,36032,33038,37046,7279,22785,374
2637,4023,3884,28915,2631,2233,40180,5449,32888,6452,33357
40420,4242,3022,1333,8304,3114,29910,37398,3704,2601,7117
23767,33570,32890,33744,21277,18967,30767,2708,35542,37664,10057
40523,40502,36325,39192,39454,39225,39228,39528,39455,38326,35058
39204,40293,40292,30097,6730,8332,22479,9817,15913,38412,33238
1221,3323,1048,6919,34904,36267,12611,31157,6287,1862,1807
3202,215,35805,6251,40334,39709,2234,3858,39244,34836,34003
17277,3011,31867,825,1346,36914,833,1270,32039,29511,34522
32819,32818,32820,37002,32821,17471,35295,34235,15897,19311,35287
35712,19685,4744,23309,38397,257,32360,29758,24705,19769,9736
4383,7048,2256,39588,29722,7160,28911,10342,38672,34243,23897
31246,12763,7551,8900,3909,8139,19961,13769,23107,10774,40104
32807,19985,20003,17487,18939,12793,32580,22219,17613,33670,19991
34935,35525,26113,37020,37493,26307,26275,18907,38384,35094,26261
38810,32476,1624,38558,36498,6130,10905,1789,37619,1460,362
37554,33083,34918,35149,34990,31697,24803,30941,29485,35100,40376
19953,864,38268,23579,32039,1270,2789,555,17813,1746,1262
33357,32503,32888,40180,26189,28915,6452,4023,35326,3884,8450
39874,39331,38911,38310,39013,35534,37009,40182,35056,33821,34705
24619,4112,18533,9390,38520,4521,15875,9061,23741,15067,29363
23351,39978,33762,33630,4544,35594,7982,38110,38012,5234,12139
9522,12767,5841,39529,11093,40714,33473,35957,34960,6482,38461
33570,18967,33744,23767,32890,21277,2708,37664,26035,30767,35542
33571,23315,25599,16253,9903,39361,12759,33787,24447,30754,21969
34651,31317,38497,35545,33533,22279,19059,32646,21971,29151,29901
5821,12897,6481,18447,1863,36857,35957,15579,38490,34456,33538
39450,37219,38093,38075,37698,40210,33856,39889,35588,39309,38640
38016,23313,37284,12901,23723,13457,9562,19989,12807,19983,33194
37644,36389,37155,36387,36388,37097,36399,36392,34164,37390,38506
12765,10705,10987,36626,6273,12899,18919,36429,32585,34310,18137
36705,40166,33438,35680,39668,34022,38556,33239,38467,37013,39479
12767,9522,5841,39529,11093,40714,34960,33473,35957,38461,15141
35496,37100,30998,30974,28557,35528,36843,36700,33077,26239,36559
39109,35279,37191,37391,38827,33897,35022,37392,32598,38118,33319
35022,38827,33319,30054,35279,30977,39109,37067,37191,34692,33897
36271,34192,38132,36808,36394,34717,40182,37009,37464,34426,38310
35957,33473,9522,12767,6482,5841,12897,39529,11093,6481,33196
29751,20205,10244,23641,33787,30029,32808,23315,30754,20113,25599
37155,37644,36389,36387,36388,37097,36392,36399,37605,38119,34164
40252,39911,40695,39349,35322,40430,39854,40378,39920,37462,39228
36700,30974,29473,35496,37100,30969,37343,30049,34699,26239,35099
36399,36389,36388,36387,37390,37097,37644,37155,34164,38506,37098
26307,35094,26113,37493,35525,34935,26275,37020,37661,26273,16790
5841,39529,11093,9522,12767,40714,34960,15141,38461,33473,16454
37067,34692,30977,33319,35022,36084,30054,38827,30931,35279,32074
39911,40695,40252,39349,37462,39228,40155,40430,36167,35322,40523
37605,36086,36392,37155,30928,35041,38855,38119,37644,26339,36389
24575,31177,12791,13455,6528,5473,10563,18569,7419,32144,20145
3500,40117,33763,10943,18567,38781,20087,9349,26159,12835,9906
38310,40182,37009,39331,38132,39874,34717,35534,36271,36808,38911
39889,35588,39886,39309,40210,39920,34186,38640,39335,36358,39087
35525,34935,26113,37020,37493,26307,26275,35094,18907,38384,26261
15141,40714,11093,38461,39529,34960,5841,6273,12899,16454,10705
23345,12833,24981,39352,40238,6124,15815,39106,36856,12809,30119
31872,26097,38821,26313,34078,33691,20227,31701,19555,32269,30207
30957,18627,35142,32733,19839,25987,25815,23765,22561,28201,39107
34946,37665,30985,8346,33086,34872,21509,35543,16568,34038,23003
37075,39430,36559,26287,37133,36843,32732,28557,30998,38384,39839
35166,35026,38133,38137,39220,37464,34192,34426,36394,36082,36271
15657,18817,30131,32809,30036,2930,33922,8644,12861,33099,16814
36389,36387,36388,37644,37097,36399,37155,37390,34164,36392,38506
35385,37750,37751,28023,30582,27839,39162,39762,27851,22131,32270
39529,11093,5841,40714,9522,12767,34960,38461,15141,16454,33473
40714,11093,39529,15141,5841,38461,34960,12767,9522,16454,6273
38368,27467,35453,25597,40423,10684,32809,21161,10685,12529,30131
34192,36394,37464,34426,36271,35026,35166,36808,38133,39220,38137
12781,2708,8143,35542,33744,18967,33570,39108,23767,10633,33188
37665,34946,8346,30985,34872,33086,21509,35543,16568,34038,23003
40210,35588,38640,39309,36358,39889,34186,34248,38863,39087,37351
35142,32733,30957,18627,25987,39107,24839,19839,21713,20225,18703
37191,39109,37391,35279,33897,37392,38827,32598,38118,35022,30054
31317,34651,38497,35545,33533,19059,22279,32646,21971,29151,29901
32920,22711,23537,35287,17471,32388,29151,23911,38624,20111,19059
33763,12835,37149,3500,18567,9906,5986,40117,9349,6091,19513
33762,33630,4544,23351,7982,38110,12139,35011,39978,7646,40431
27467,38368,35453,32809,40423,25597,10685,30131,10684,30036,21161
20227,32269,30207,34078,31872,35490,11681,33998,11713,30140,26097
35594,5234,38012,5278,39978,36979,23351,38206,33762,39931,33630
38069,38124,38129,38126,38119,38128,38123,38127,33084,38136,37644
40117,3500,10943,38781,20087,18567,26159,16510,6522,31892,9349
38827,35022,35279,33319,30054,39109,30977,37191,33897,37067,37391
25589,16830,16832,23769,33927,32916,28543,33525,36425,21975,29986
28201,25815,23765,22561,13167,37280,19839,6519,17201,6522,18627
7646,12139,32596,35011,37787,4544,40431,7982,38110,33630,39967
21275,29099,33085,23313,9562,11097,9825,7639,20233,36107,12901
5468,38557,17649,8345,35504,39572,37888,32144,38361,12903,19535
21277,30767,23767,32890,35542,33570,33086,18967,33744,2708,30985
39455,39143,39454,40502,39528,39225,40523,39192,38847,36325,34188
39454,40502,39455,39143,39225,40523,39528,39192,36325,39228,34188
30969,37343,30049,35099,30941,34918,36700,29473,29209,34990,26093
36387,36388,36389,37097,37644,36399,37155,37390,34164,38506,36392
36388,36387,36389,37097,37644,36399,37155,37390,34164,38506,36392
39920,40378,39886,39889,39854,35588,35322,36356,40430,35350,39309
18817,15657,12861,33922,30036,30131,8644,2930,32809,34038,16814
10706,18983,22709,19717,11095,17106,29099,39105,30119,32149,20233
10705,12765,10987,6273,12899,36626,18919,34310,32585,36429,17989
8026,2033,2153,39194,1918,6148,13639,21103,295,458,20187
12337,38837,9078,18063,8194,38413,6970,16027,9857,3201,2073
8139,12763,31246,40104,3909,11101,3279,7551,12441,8900,15607
1903,3099,39115,1537,1574,30143,7659,11017,3482,25169,17010
33927,16832,29986,31700,23407,25589,16830,23769,10242,21975,21945
15875,9061,24619,4112,18533,9390,35686,38520,4521,11873,36937
15119,19151,31630,133,33010,26443,30485,5112,38297,4720,25429
30390,2771,40167,25169,2718,7659,4113,20929,3194,3676,8815
25815,23765,28201,22561,13167,37280,19839,18627,30957,6519,27575
2153,2033,8026,39194,1918,295,33156,6148,21103,13639,458
8287,30291,2099,2302,1428,38046,10905,362,6130,36119,21861
8900,7551,31246,19961,23107,12763,3909,10774,13769,10607,6397
11859,36397,36108,1570,38735,14237,13859,35237,125,2031,12367
38837,12337,9078,8194,38413,16027,9857,18063,6970,3201,2073
38068,25457,33697,5539,21703,33562,32481,2285,35231,1444,33685
32916,28543,33525,23769,16830,16806,19517,25589,22197,39358,21295
559,38425,1217,33566,15219,1598,2571,37012,5225,6705,1865
6555,20965,7550,1724,5386,5845,36485,32805,952,301,29165
17873,39811,21679,17681,37831,33244,5454,13863,36431,36560,36915
26097,31872,38821,26313,33691,19555,34078,31701,20227,39102,33999
30998,28557,36843,35496,37100,36559,35528,30974,33077,26239,39430
39430,37075,36559,36843,26287,37133,32732,28557,30998,38384,39839
34589,37424,24763,14675,31785,9121,29419,2535,9035,34893,28385
18983,22709,17106,10706,11095,30119,19717,15815,40238,39106,14821
864,19953,32039,23579,38268,1270,555,2789,17813,3011,1746
38093,37698,34248,40210,35368,36359,38338,36358,37351,38640,33320
36843,28557,30998,36559,35528,35496,37100,39430,37075,33077,30961
12771,3500,40117,33763,9906,31892,36623,10943,38781,12835,20087
24981,6124,39352,23345,12833,36856,12809,39108,27491,10989,35138
30119,15815,11095,40238,19717,22709,39106,18983,17106,14821,23345
36167,39192,39228,40523,40092,40502,36325,39454,39225,39455,39528
34794,12759,9903,22219,24447,3575,16253,18355,33571,32580,19985
35279,39109,37191,38827,37391,33897,35022,33319,30054,32598,37392
28543,32916,33525,22197,16830,23769,25589,19517,16806,39358,36425
35100,37099,35149,31697,29479,30931,40376,33083,37554,34990,24803
11095,19717,30119,22709,15815,40238,18983,10706,17106,39106,14821
39331,39874,38310,38911,40182,39013,37009,38132,35534,34717,34705
40695,39911,40252,39228,37462,39349,36167,40523,40155,36325,40430
13167,28201,25815,23765,22561,19839,37280,6522,30957,18627,17201
35094,26307,26113,37661,35525,34935,37493,26275,26273,37020,37409
11097,33085,9825,29099,39105,12901,32149,21275,23723,10706,19717
12759,9903,34794,24447,22219,16253,33571,3575,23315,25599,19985
39175,39795,2328,5208,38033,5674,40513,23477,40513,3795,2872
40465,32012,1404,3826,2007,38095,5645,2375,3566,2345,38585
38990,37936,40762,40762,3082,3384,3378,40074,2326,40336,2373
40473,40327,40526,40685,40613,35213,38817,38416,40022,34264,40597
37437,4840,4489,40267,2551,37340,2721,2368,4558,3380,38440
32476,38810,1624,36498,38558,37619,1789,1495,2047,5056,1039
35134,19469,40178,16149,10924,13283,1793,258,35714,34550,2210
40294,37531,39185,30096,26137,36258,38412,33238,13449,40172,33881
37914,4009,1763,33295,38865,3442,5173,2681,40530,3558,2329
13185,1444,20907,35231,31168,33056,37395,21571,5539,33697,25457
40960,40934,40621,39474,40636,40425,39110,40567,39893,40037,39681
24071,2073,4511,16027,6674,38413,3201,2503,2568,3276,4801
7643,32826,31894,1677,5238,7295,3061,2127,1753,30921,32572
17020,887,1443,39421,14693,10832,3007,1193,37395,31608,33056
37424,34589,14675,24763,31785,9121,29419,2535,9035,28385,34893
35805,3202,215,6251,39244,40334,3858,39709,22215,1677,2234
40059,40453,37576,38400,37576,37585,38790,38799,38790,7110,38086
38337,10458,40230,35028,9232,10488,31788,9970,37870,35252,7708
39576,37491,40591,39783,40028,40028,24687,627,31715,37208,265
39463,17251,28311,5651,22543,10697,15291,32405,13019,34963,32484
40421,7110,21829,38790,38790,37585,38400,40453,40059,37576,37576
32353,1884,40334,22215,38021,677,13955,3858,4890,39244,34802
40656,40615,3908,38107,40321,40321,214,188,40337,4813,2344
3909,12763,31246,8900,7551,8139,6397,13769,19961,23107,10774
39169,35780,3393,3402,3046,2894,1770,1038,2344,39168,9939
39168,9939,1595,3301,1770,38032,38141,3393,220,39169,35780
40456,40456,39617,39551,39551,1639,34591,33095,33049,32983,36999
40908,40908,7908,40787,8574,4825,9507,5573,4495,40664,5556
36498,32476,1624,5056,38810,37619,1495,1039,1789,2047,13251
40762,40762,37936,38990,3384,3082,3378,40074,2326,40336,2373
36419,36419,27603,9310,2325,4004,22347,2858,30898,15409,31400
3704,8304,5936,3147,2601,8598,40420,8603,4242,2046,3022
7160,29722,2464,34243,10207,8450,38672,23897,35465,7571,3075
184,32301,14373,33164,2252,34753,31156,34006,2237,14277,454
34368,2142,37436,30721,31540,37998,6645,35248,14093,17157,31091
40129,5606,40129,5610,5611,12061,32455,5402,39722,5550,2239
39587,39587,24701,4565,11665,34096,5258,170,14397,5205,4282
39115,1903,25169,3099,11017,7659,1574,17010,30390,2718,3194
5535,35652,3275,36630,5131,3758,10202,3279,5933,5088,15607
37932,37932,39586,38256,38256,3375,320,4866,7655,6893,6893
40858,19283,30532,1332,39753,2343,39800,3976,34821,2435,33515
6127,20931,16397,39199,30385,33377,412,3366,25867,10156,30895
2033,8026,2153,39194,1918,6148,21103,13639,295,33156,15219
39243,38658,38852,40172,39769,37152,33876,30096,9818,25661,39163
37807,37807,724,5762,13221,21097,25345,12375,38475,9308,3918
10058,38078,30095,10059,39332,25053,24681,38392,31563,29611,25149
1217,33566,1598,6705,38425,2571,559,9333,3101,5225,16331
32888,26189,33357,32503,40180,5449,35465,3900,12483,28915,3884
2168,9035,1158,31785,14675,37646,34893,31566,24763,38429,2535
19469,40178,35134,10924,16149,13283,1793,258,35714,2210,35122
9078,38837,12337,9857,8194,20539,38413,12905,16027,18063,6970
40730,5565,40730,36925,5566,4644,5564,40722,6903,5664,5572
39551,39551,39617,40456,40456,1639,34591,33095,33049,32983,37095
40097,40097,3564,38716,5108,3553,9851,5439,5609,37659,34348
40357,40357,719,38668,29575,7411,36538,37994,30455,8918,33852
40356,40356,39547,21329,35843,3297,38883,36838,5941,30709,36999
11827,11827,37804,221,9322,651,38909,32843,40729,2921,38476
32667,32667,20849,39535,39535,5464,12997,1896,30243,12059,15843
6893,6893,320,3375,10779,10779,746,37932,37932,39586,38256
31223,21167,2156,37979,30795,17821,10076,12685,35434,28791,38161
38708,38708,4127,38330,3578,7573,1407,30543,36849,40128,38006
11595,3878,4068,2771,3676,4113,7048,1666,34927,3619,8815
5386,1724,21695,5844,20965,29165,34670,7279,7550,6555,22785
33231,33231,11067,9849,5424,2433,1272,8039,4590,38536,30812
8304,2601,8598,3704,8603,5936,3147,2046,40420,2045,29910
3858,22215,1884,39244,40334,32353,6251,38021,3202,35805,34802
24681,29611,10058,30095,25053,31563,38078,10059,22479,39332,38392
33531,8302,3166,1607,1107,19257,15881,6979,10196,20655,30524
909,40807,36729,39506,833,336,1591,38004,36914,35602,1085
1574,3099,1903,1537,29756,15095,39115,16347,17010,6375,15015
1361,7079,34213,28883,12317,32023,4719,9107,38328,14283,18767
35652,5535,5131,3275,36630,5933,10202,5088,3758,3274,4941
2771,30390,25169,40167,3878,2718,12661,4113,10013,3676,7659
3114,29910,4242,9916,4933,40420,20539,1333,12351,2644,2601
31883,769,13169,36468,685,943,21495,2162,37505,31675,13159
33566,1217,1598,6705,2571,38425,9333,559,3101,5225,16331
3166,33531,8302,1107,1607,6979,10196,2367,15881,19257,20655
14991,14991,2873,38086,20801,9761,38799,4358,830,15537,37576
38413,16027,9857,38837,9882,12337,8194,2073,12905,9078,24071
2534,14889,11069,24935,37046,7279,6743,374,36032,3417,2293
8194,38837,9078,9857,12337,38413,16027,12905,20539,9882,4933
1734,9731,9737,28861,10219,39506,34675,25861,1661,14145,4794
33322,33322,8110,15843,2135,12059,1896,10668,32667,32667,20849
26189,32888,5449,12483,3900,33357,32503,35465,40180,36921,3884
38078,30095,10058,10059,39332,25053,24681,31563,38392,25149,29611
12143,12143,10920,5347,2852,1787,40485,5194,2866,23479,19051
37395,31608,14693,31168,33056,21571,13185,17020,1444,35231,20907
6148,37967,1918,8026,21103,2033,39194,2153,5845,425,36784
34904,6919,36267,3323,1048,12611,1221,37711,23341,836,31598
30614,30614,4600,28309,35716,35716,38797,32872,9435,1041,40870
1677,32826,5238,7643,22049,35805,3202,2234,6251,215,3061
2464,10207,34243,35465,7160,38672,7571,29722,8450,10342,23897
6919,34904,36267,3323,1048,1221,12611,23341,37711,836,470
4502,4502,37984,37984,28779,5097,25667,30891,11467,37616,2417
35231,1444,13185,21571,33697,20907,25457,5539,31168,38068,33056
2210,37504,35122,17345,7568,14173,16149,19469,38628,39590,35134
1624,32476,38810,36498,1789,37619,2047,1495,1039,5056,13251
7279,34670,21695,5844,22785,5386,29165,13137,8709,2534,28205
36225,36225,2871,4360,15867,13785,32833,10106,31810,39469,17371
8634,8634,368,5391,5028,38481,38481,1365,39247,39247,32366
6397,3909,8900,13769,7551,31246,12763,10774,23107,19961,10607
25169,30390,2771,39115,11017,1900,2718,7659,40167,4533,3194
36108,36397,11859,38735,1570,35237,13859,125,22537,5337,2031
4440,23659,9558,34117,9952,37551,29363,22361,4521,16730,38549
6251,35805,39244,3202,215,3858,22215,22249,40334,22049,34802
677,38021,2550,32353,22215,1884,34802,40334,34661,3858,39244
32039,1270,864,19953,38268,23579,555,3011,2789,34522,1746
6674,2503,11268,4511,24071,2073,5933,2568,3274,16027,36184
29910,3114,12351,2601,9916,4933,2046,8598,4640,40420,2644
30095,38078,10058,10059,25053,39332,24681,31563,29611,38392,33880
38672,34243,10342,10207,2464,7571,7160,35465,36782,6472,29722
11069,24935,2534,14889,374,6743,37046,3417,31530,36032,1600
22215,38021,32353,1884,677,34802,39244,3858,40334,2550,6251
38021,677,22215,32353,2550,1884,34802,40334,3858,39244,2062
34117,25083,37112,4440,39975,16730,23659,23393,36757,29233,31211
35465,10207,7571,2464,34243,26189,32888,7160,38672,8450,3900
37504,2210,17345,35122,7568,38628,14173,39590,23989,23399,16149
34243,38672,10207,2464,7160,7571,10342,35465,29722,36782,8450
1428,10905,30291,8287,30531,38046,2302,2099,362,38810,31866
8518,38681,29419,36542,2277,3154,37424,34589,34961,1083,8839
10207,2464,35465,34243,7571,38672,7160,10342,36782,29722,8450
38046,8287,30531,1428,32993,2099,30291,10905,31866,2302,4667
36630,10202,5535,35652,27721,5131,3758,3279,3275,4941,5933
13769,36145,12763,12441,8900,31246,6518,7551,3909,8139,5917
2601,8598,2046,8603,8304,29910,3704,4640,40420,12351,9916
10905,1428,30291,8287,2302,30531,38810,1624,32476,1789,38558
38425,1598,2571,33566,559,1217,5225,6705,37012,15219,3101
11268,2503,6674,16027,9882,38413,4511,2073,24071,2568,36184
5131,35652,5535,5933,36630,4941,3274,3275,10202,5088,27721
5476,2045,3757,3100,2640,3147,3810,8603,2702,2769,5936
36729,909,40807,39506,336,34675,1085,34903,35602,28861,833
6518,36145,13769,10607,39333,8753,5600,27811,35686,7551,8900
35686,5600,4314,15875,9061,6518,8753,9795,18533,9390,24619
69,23697,15407,37703,38254,817,30695,35072,35183,1280,1262
5449,12483,26189,3900,32888,36921,2769,2637,4023,3884,33357
39244,6251,34802,22215,2062,3858,22249,35805,2686,38021,22049
769,21495,13169,31883,2162,31675,37505,13159,13757,36468,685
819,5772,30721,37998,5337,25839,34368,32878,12581,9203,35248
1270,32039,864,19953,38268,23579,3011,555,34522,17277,1163
9857,12905,9078,8194,38413,38837,12337,9882,16027,20539,2644
3401,10917,6705,9333,10916,16331,33566,1217,2267,3448,3101
10015,20033,51,23325,27387,417,32214,10187,31621,34966,31091
39421,17020,14693,887,14989,31608,1443,920,1600,1193,37395
8598,2601,2046,8603,8304,29910,3704,4640,2640,12351,2702
34498,33012,31914,39523,15565,10611,22547,13807,5112,29976,25429
39530,39530,4278,3038,40486,40486,2209,1791,3802,9006,9434
10342,38672,34243,6472,10207,2464,7571,7160,36782,9395,38788
36720,36720,1359,1387,2841,1780,1408,38555,9328,733,29808
24641,24641,2798,747,972,38909,40010,1401,9322,32843,2921
