uid,uid1,uid2,uid3,uid4,uid5,uid6,uid7,uid8,uid9,uid10
23477,40513,40513,38033,3795,37169,6328,3427,38513,3303,2328
1387,36720,36720,1359,38555,2841,1780,1408,14539,34795,9328
2590,33125,33981,18653,15839,32895,6122,3747,4714,22119,3239
36137,5455,30132,7458,2371,23247,10420,10048,24851,11465,34168
9638,7456,30448,2324,16638,8293,6194,35581,17371,39469,31810
18455,2869,37962,20471,2868,32518,11747,37089,2505,8987,7276
22901,7582,2410,35926,40571,40748,40020,2360,31403,33104,38192
9467,10421,32997,5743,34530,1331,31885,3636,1403,14657,6692
8655,31401,37346,34759,4714,25923,6122,15839,1636,29085,33981
6891,7583,24911,34639,1632,34015,35781,34683,33514,40586,40586
10421,32997,9467,34530,5743,1331,31885,3636,1403,14657,6692
37127,40332,4356,36461,34895,1113,1511,1353,5644,8290,26059
11749,9904,11855,2357,25055,7179,20589,9009,29852,33138,20959
2870,34638,34492,6635,40054,10325,6986,24967,40148,38034,14379
8289,9008,5211,6689,40907,1510,1779,4816,39942,2351,3062
7583,6891,24911,34639,34015,34683,1632,35781,33514,40586,40586
36122,33515,3160,34821,39800,39753,30532,40858,19283,40858,11815
8837,30454,22655,1388,2943,1389,316,24357,7581,36895,13937
34492,34638,6635,2870,40054,10325,6986,40148,38034,36256,24967
18653,33125,32895,2590,3747,33981,22119,15839,6122,39583,40024
9849,5424,11067,1272,33231,33231,2433,8039,13219,35136,4590
33865,40682,3403,33979,40682,38982,38982,7265,20379,19101,23305
4714,37346,6122,8655,31401,15839,33981,34759,2590,25923,3239
2883,2138,37233,4057,35380,20995,10906,5209,5212,27363,37089
823,3040,12955,38273,32982,30262,37088,2437,38037,1788,4653
3050,2955,39049,39049,17745,7708,16642,35252,37870,20757,31788
33138,20959,29852,2989,5214,7179,5427,25055,11749,9904,40590
10256,5107,39466,4017,40595,3586,38015,36005,3093,3534,4379
5643,5686,36109,3250,4701,34312,36689,30460,36889,21513,34491
14659,7611,36033,9287,9599,30269,28519,22081,35335,1558,3385
38038,9327,4492,2540,3411,2021,9718,2395,22815,35726,10575
3995,16644,8653,38005,35592,38005,2958,34107,36933,28169,24357
30128,37699,8292,27881,36052,36755,6686,28859,7712,6531,11031
38107,188,40656,40615,2344,1038,3908,2894,40321,3046,40321
6986,40148,10325,38034,40054,36256,6635,6041,34492,34638,29705
17543,29703,34832,40716,2532,35343,16187,27909,2863,38030,36956
2325,4004,27603,22347,36419,2858,36419,15409,9310,5315,30898
7581,36895,13937,38830,1389,2943,7612,34529,1388,8837,10764
2275,13559,3062,38006,2351,39942,4816,40128,1510,36849,6689
1785,19631,17491,32864,7730,40145,13057,21001,4399,29261,1360
9309,9588,3916,36010,2145,10570,2875,2946,40750,8111,40750
36755,28859,27881,6531,11031,40602,4365,8292,31518,1386,30128
2188,39761,37704,3711,2539,30702,21597,5316,2218,35727,3324
10792,36121,3940,4027,11807,33993,19101,20379,14995,7268,34361
10851,40507,38924,38924,38474,38474,40174,3210,35500,35500,38889
3917,9326,2327,37483,3998,39292,38039,38265,2991,16476,40529
34030,38866,38866,3048,3919,6402,40586,40586,10764,34529,7612
9721,3970,11185,40314,40314,18693,1360,29261,35581,4399,1785
36689,30460,21513,34491,3422,39960,34168,39960,11465,24851,5643
9545,10280,19857,2436,25877,35931,31101,27413,2359,23101,33165
2276,13217,3538,13379,21393,30658,30770,9375,1788,38037,36956
13223,3999,1263,3707,1403,31885,21363,5743,32997,10421,9467
1360,29261,4399,40314,40314,1785,19631,17491,32864,7730,40145
2394,2137,7264,2506,5890,1273,39790,24021,10048,11969,10420
36956,2863,9375,16187,2532,30770,34832,21393,29703,13379,17543
27879,35178,14661,2412,39184,39392,33393,39392,24317,1781,10327
1783,40746,40392,2341,38302,6546,4304,3992,16472,35960,35960
13325,33962,33769,35512,3302,40460,2438,34963,23047,3478,31189
38032,38141,3301,1595,9939,220,39168,1770,2434,3393,9091
1263,3707,21363,13223,3999,2960,10392,29916,5259,1403,31885
11349,2352,3324,977,35727,12995,16189,21597,32484,30702,13019
40212,2480,40137,35854,39526,40403,3645,4802,3094,9325,2936
4278,3038,1791,3802,39530,39530,9006,40486,9434,40486,2209
3058,39710,10770,4491,7178,17537,39470,30223,6694,2530,36737
37222,40550,2189,37287,4946,2348,38031,5393,39935,1782,2821
1403,31885,5743,32997,10421,9467,34530,1331,3999,3636,13223
12961,31740,34659,32016,3286,10546,5172,40483,33768,10553,29573
24849,38843,10101,23719,5324,1385,39948,2862,28517,4363,24745
34168,11465,39960,24851,39960,3422,23247,34491,21513,30132,5455
12373,19569,36006,15539,3622,22039,3307,31995,3728,9778,9312
8294,32238,18695,39166,40936,6220,36721,30817,6235,2370,37474
23719,10101,5324,1385,2862,4363,24849,38843,24745,3171,4653
21059,34311,40056,3308,2134,37474,6235,30817,6220,35558,39166
8651,2185,5603,2370,36721,37360,37839,40936,5213,5054,32238
33165,23101,27413,19859,25877,2436,37905,17012,7262,2445,9545
32997,10421,9467,5743,34530,1331,31885,3636,1403,14657,6692
40521,5587,40075,9270,4560,5665,7155,3643,35211,9503,39298
14047,10552,38470,2755,5054,2507,1895,5213,28517,37839,39948
1634,1042,21925,33839,29809,23033,10419,8291,30583,35960,35960
9310,36419,36419,27603,2325,30898,4004,31400,22347,2858,15409
1635,29083,9442,6892,31117,20757,2169,16059,16642,3944,40738
9328,733,29808,39894,40902,1408,1780,2841,35746,12057,1359
3622,15539,19569,3307,31995,9312,12373,36006,1821,22039,2194
34959,5210,39966,35737,2859,2353,39085,11469,6422,36051,8652
15539,19569,3622,12373,3307,31995,36006,9312,22039,1821,2194
36461,34895,1511,1353,40332,37127,5644,4356,2435,3976,2343
10420,10048,2371,7458,39790,1273,5890,36137,2394,5455,7264
36876,19633,31331,27747,33750,5109,35726,22815,2395,2021,3411
2442,38620,2479,2788,1834,3729,4493,4849,19523,1390,3452
31401,8655,34759,37346,25923,4714,1636,29085,6122,3680,15839
11997,37405,2988,203,4763,35136,13219,10457,2349,11065,35498
3171,24745,4653,4363,2862,2437,1385,5324,23719,10101,24849
10770,39710,3058,4491,7178,17537,39470,30223,2530,6694,36737
34399,24453,11969,24021,18151,2506,2137,7264,2394,34740,3107
20757,16642,17745,6892,3050,2955,9442,1635,39049,39049,29083
30242,17539,32239,6558,4342,17747,24987,35446,32267,14993,2530
5427,5214,2989,40590,40590,20959,33138,29852,1386,31518,4365
39365,40436,4490,1402,4603,40594,3902,4774,2936,5398,3639
2681,3442,2329,40530,2376,1763,5522,37914,4009,38035,13917
3302,35512,33769,23047,3478,13325,33962,31189,29705,40460,2438
21393,13379,2276,30770,9375,13217,3538,36956,30658,2863,16187
24317,33393,39184,10327,2412,4730,37223,14661,35178,27879,30543
2982,29807,31652,35029,2447,40024,40956,39583,22119,2531,33291
3999,13223,1403,31885,5743,1263,32997,10421,9467,3707,34530
5347,10920,12143,12143,1787,2852,40485,5194,2866,3102,23479
320,3375,37932,39586,37932,38256,6893,6893,38256,7655,4866
4127,38330,3578,7573,38708,1407,38708,36849,40128,38006,30543
7276,8987,18959,9968,2505,17541,11747,32518,20471,6692,14657
2988,203,37405,11997,4763,10457,2349,11065,35136,13219,35498
33960,3583,40023,40048,40623,4463,38994,5401,4608,5589,38732
11031,6531,4365,40602,31518,1386,28859,36755,27881,40590,8292
29705,31189,6041,3478,23047,36256,3302,35512,38034,40148,33769
19103,24271,21349,23665,1406,827,753,3896,4698,34899,28169
38620,2442,2479,2788,1834,3729,4493,4849,19523,1390,37224
4698,3896,1406,21349,28169,24271,19103,34107,2958,23665,827
23305,40814,15541,6337,7265,27363,5212,5209,10906,33979,20995
33393,39184,24317,2412,14661,10327,35178,27879,4730,37223,30543
20995,35380,10906,5209,4057,37233,5212,2883,2138,27363,6337
17491,19631,32864,7730,40145,1785,13057,21001,4399,29261,21751
24745,3171,4653,4363,2862,1385,5324,2437,23719,10101,24849
3888,12959,3944,40738,16059,40738,28313,14129,2169,31117,20377
34529,7612,10764,6402,38866,38866,34030,38830,13937,36895,7581
2417,10694,11467,10683,30891,25667,31283,38088,5097,28779,22069
31400,30898,32063,9310,36419,36419,27603,2325,36737,4004,22347
35029,2447,2982,40956,29807,31652,2531,33291,37890,15845,30741
3940,36121,10792,4027,19101,11807,33993,20379,14995,38982,38982
2410,7582,22901,35926,40748,40571,40020,31403,2360,33104,38192
5424,9849,11067,1272,33231,33231,2433,13219,35136,8039,4590
4342,6558,32239,17539,30242,24987,35446,17747,32267,2530,14993
17541,9968,18959,7276,8987,6692,14657,2505,11747,3636,32518
30812,38536,4590,8039,2433,21069,33231,33231,11067,9849,5424
37360,37839,5213,5054,8651,2185,5603,10552,14047,2370,38470
7456,30448,9638,2324,16638,8293,6194,17371,39469,31810,10106
2353,39085,35737,36051,5210,39966,34959,3350,2859,16091,11469
10590,10695,2896,28157,6465,32423,9311,21751,3679,11745,21001
5743,31885,9467,32997,10421,34530,1331,1403,3636,14657,6692
5054,5213,37839,37360,10552,14047,38470,2755,8651,2185,2507
14995,7268,34361,30741,15845,33993,11807,37890,33291,2531,10792
2413,3771,35936,14543,40870,1041,18691,32872,28309,31789,30614
9970,9232,35028,11745,3679,10458,38337,6465,40230,10488,31788
7969,31397,32620,40060,34388,21069,16474,40333,40333,30812,38536
32239,17539,6558,30242,4342,17747,24987,35446,32267,14993,2530
2539,2188,39761,37704,3711,30702,5316,21597,2218,8654,35727
34639,1632,35781,6891,33514,7583,40586,24911,40586,3919,3048
221,11827,11827,37804,9322,651,38909,32843,2921,40729,24641
3707,1263,21363,13223,3999,2960,10392,29916,5259,1403,31885
10546,3286,5172,34659,31740,12961,10553,7266,4607,734,40540
38039,3998,37483,2327,9326,40529,3560,3039,23761,3917,2588
29573,2446,38749,6690,33768,40483,31118,33505,32016,12957,12961
3944,16059,12959,40738,3888,2169,31117,40738,28313,14129,20377
24967,14379,9487,39610,2870,12957,34638,34492,6635,40054,33505
15409,2858,22347,5315,4004,2325,27603,36419,36419,9310,1339
5214,2989,5427,20959,33138,40590,40590,29852,7179,25055,1386
36010,9588,10570,9309,2875,2946,40750,40750,3916,7712,2145
16644,3995,8653,38005,35592,38005,2958,34107,36933,28169,24357
4607,734,7266,40540,10553,24273,1633,34747,40935,24377,1339
12057,35746,23033,40902,39894,29808,1042,733,9328,1634,21925
39471,4717,9486,4606,3300,4379,3093,36005,4541,3551,40515
2352,11349,3324,977,35727,12995,16189,21597,32484,30702,13019
13937,38830,36895,7581,1389,7612,34529,10764,2943,6402,1388
2505,8987,11747,7276,32518,20471,18959,9968,17541,37962,2869
8987,7276,2505,18959,9968,17541,11747,32518,20471,37962,6692
34899,2140,6286,753,827,23665,2441,19103,24271,21349,1406
19569,15539,3622,12373,3307,36006,31995,9312,22039,3728,1821
6122,15839,33981,4714,2590,37346,33125,8655,18653,3239,31401
3537,28961,3939,17867,4010,8339,3102,15841,40485,1787,9435
24271,19103,21349,1406,23665,827,753,3896,4698,34899,28169
33291,37890,2531,15845,30741,34361,7268,40956,14995,2447,33993
10827,14127,2411,6590,31789,34795,18691,14539,38555,2413,3771
5644,1353,1511,2435,3976,34895,2343,36461,1332,40858,19283
830,15537,4358,5959,31886,2372,9761,20801,2873,3479,755
38265,39292,2991,16476,20715,3917,5924,9326,2327,10938,37483
38779,3532,3582,5568,3439,2872,3883,39582,39582,5674,2379
32864,7730,19631,17491,13057,40145,21001,1785,4399,29261,21751
10668,39555,2135,33322,33322,8110,15843,12059,755,1896,3479
3286,10546,5172,34659,31740,12961,10553,7266,4607,734,40540
2411,10827,14127,31789,6590,18691,34795,14539,2413,38555,3771
15867,32833,4360,36225,36225,2871,13595,2396,16472,13785,4304
11467,30891,25667,2417,10694,10683,5097,28779,31283,38088,37984
4473,11879,2432,39534,39534,5784,10380,5719,5902,34534,40542
33979,33865,40682,3403,40682,7265,38982,38982,20379,23305,19101
2841,1780,1408,9328,733,29808,39894,40902,1359,36720,36720
20379,19101,38982,38982,4027,40682,3403,3940,40682,36121,10792
3679,11745,6465,9970,9232,35028,10458,28157,38337,10590,10695
10457,2349,11065,35498,4763,203,18525,20377,2988,37405,11997
6041,29705,36256,31189,38034,40148,3478,23047,6986,3302,35512
14993,3680,29085,1636,25923,17747,34759,30242,31401,17539,32239
9442,1635,29083,6892,20757,31117,2169,16642,16059,3944,17745
11745,3679,6465,9970,9232,35028,10458,38337,28157,10590,10695
3636,34530,1331,9467,10421,32997,14657,6692,5743,31885,1403
8918,38992,40497,40497,40262,22429,22429,29575,38450,5902,10380
40048,40623,4608,5589,3583,33960,40023,2440,5613,4463,38994
37224,1390,3329,2266,39058,3911,19523,4849,4493,37815,2430
4399,29261,1785,19631,1360,17491,32864,7730,40145,13057,21001
30583,35960,35960,8291,3992,10419,29809,6546,33839,21925,2341
3478,23047,31189,3302,35512,29705,33769,6041,13325,33962,36256
27603,36419,36419,2325,9310,4004,22347,2858,15409,30898,5315
12055,35759,39808,2867,22069,38088,31283,3559,3559,10683,10694
5784,10380,5902,22429,22429,40262,4473,11879,34534,2432,40497
4590,8039,2433,38536,30812,33231,33231,11067,9849,5424,1272
5719,39534,39534,40416,38476,38476,2432,11879,4473,40729,36275
368,5391,8634,8634,38481,38481,5028,32366,1365,39247,39247
11747,32518,20471,2505,37962,2869,8987,18455,7276,18959,9968
34740,3107,18151,3941,24453,34399,11969,33153,24021,34246,2506
203,4763,2988,37405,11997,10457,2349,11065,35498,18525,20377
1896,12059,15843,8110,33322,33322,32667,32667,20849,2135,39535
31885,5743,9467,32997,10421,1403,34530,1331,3636,3999,14657
23033,1042,1634,21925,33839,29809,10419,12057,35746,8291,30583
734,4607,7266,40540,24273,10553,1633,34747,40935,24377,1339
24021,11969,34399,24453,2506,2137,18151,7264,2394,5890,1273
30741,34361,7268,15845,14995,37890,33291,2531,33993,11807,40956
40472,39680,3541,32195,36252,5191,4834,4692,4848,37587,3396
27363,5212,5209,6337,15541,10906,40814,20995,35380,23305,4057
972,747,2798,24641,24641,1401,40010,38909,40776,9322,32843
7730,32864,19631,17491,13057,40145,21001,1785,4399,29261,21751
13785,10106,31810,2871,36225,36225,39469,17371,4360,15867,32833
5902,10380,22429,22429,40262,5784,40497,40497,38992,8918,38450
2438,40460,34963,33962,13325,33769,35512,3302,23047,3478,15291
16059,3944,12959,40738,2169,3888,31117,40738,28313,14129,20377
35827,34937,40215,3105,16091,19635,3350,23519,3706,2533,36051
15541,6337,40814,27363,23305,5212,5209,10906,20995,35380,7265
23247,30132,5455,24851,11465,34168,39960,36137,39960,7458,2371
28313,14129,40738,3888,20377,12959,18525,40738,3944,16059,35498
22039,36006,3728,9778,12373,19569,15539,3622,3307,5259,31995
31788,37870,10488,35252,40230,7708,39049,39049,2955,38337,10458
38037,1788,37088,30262,32982,12955,38273,3040,823,30658,3538
10695,10590,2896,28157,32423,6465,9311,21751,3679,11745,21001
11065,35498,2349,10457,18525,20377,4763,203,28313,14129,2988
29085,1636,3680,14993,25923,34759,31401,8655,37346,17747,4714
11807,33993,10792,36121,3940,14995,4027,7268,34361,30741,15845
6692,14657,3636,1331,34530,9467,10421,17541,32997,9968,18959
34638,34492,6635,2870,40054,10325,6986,40148,38034,36256,24967
22543,10697,5651,17251,15291,39463,28311,34963,32405,2438,40460
33769,35512,3302,13325,33962,23047,3478,40460,2438,31189,34963
5651,10697,22543,17251,39463,15291,28311,32405,34963,2438,40460
8293,6194,16638,2324,30448,17371,39469,31810,10106,7456,13785
12957,39610,33505,31118,6690,9487,38749,14379,2446,29573,24967
4010,17867,8339,28961,3537,15841,3939,3102,9435,38797,35716
21597,30702,35727,3711,3324,37704,39761,2188,2539,11349,2352
3919,40586,3048,40586,34030,33514,35781,38866,38866,1632,34639
9308,12375,25345,21097,40776,5762,724,37807,37807,40010,1401
31397,7969,32620,40060,34388,21069,16474,40333,40333,30812,38536
38035,13917,5522,3309,2376,2329,40530,3526,2681,3442,4000
3375,320,39586,37932,37932,38256,38256,6893,6893,4866,7655
34361,7268,30741,14995,15845,37890,33291,33993,2531,11807,40956
17251,39463,5651,22543,10697,28311,15291,32405,13019,34963,2438
23665,827,753,19103,24271,21349,1406,34899,3896,2140,4698
14539,34795,38555,6590,1387,36720,36720,1359,14127,10827,2411
747,972,2798,24641,24641,1401,40010,38909,40776,9322,32843
11067,9849,5424,33231,33231,1272,2433,8039,4590,13219,35136
34759,25923,31401,8655,1636,37346,29085,3680,4714,14993,6122
35498,11065,2349,18525,10457,20377,4763,28313,14129,203,2988
2866,23479,19051,5194,18655,2136,2852,40815,40815,12143,12143
36933,24357,35592,38005,8653,38005,316,16644,3995,30454,22655
34246,33153,3941,2861,3107,2945,34740,18151,34683,24453,34015
28859,36755,6531,11031,40602,4365,27881,31518,1386,8292,40590
5464,12997,30243,39535,39535,20849,32667,32667,39792,40102,39531
12997,5464,30243,39535,39535,39792,20849,32667,32667,40102,39531
28309,32872,30614,30614,4600,1041,40870,14543,35936,3771,2413
2396,13595,16472,4304,38302,32833,15867,40392,4360,36225,36225
28311,39463,17251,5651,22543,10697,15291,32405,13019,32484,34963
21349,1406,24271,19103,3896,4698,23665,827,753,28169,34107
5762,724,37807,37807,21097,25345,13221,12375,9308,38475,3918
2873,14991,14991,38086,20801,9761,38799,4358,830,15537,37576
23047,3478,31189,3302,35512,29705,33769,6041,13325,33962,40460
741,2148,39988,5774,39017,39017,7748,746,10779,10779,36259
5172,10546,3286,10553,34659,7266,31740,4607,734,12961,40540
14543,40870,1041,35936,3771,2413,32872,28309,18691,30614,30614
33768,40483,29573,2446,32016,38749,6690,31118,33505,12961,31740
3941,33153,34246,3107,34740,18151,2861,24453,34399,11969,24021
35931,31101,2359,19857,10280,9545,8111,2436,25877,2145,27413
36121,3940,10792,4027,11807,19101,33993,20379,14995,7268,34361
13219,35136,1272,11997,37405,5424,9849,11067,2988,33231,33231
31118,33505,6690,2446,38749,29573,12957,33768,40483,39610,32016
36849,40128,1407,7573,38006,3578,38330,4127,38708,38708,13559
34107,2958,28169,3995,4698,16644,3896,38005,8653,38005,35592
2136,18655,40815,40815,19051,23479,2866,37616,5194,2852,12143
37088,38037,30262,1788,32982,12955,38273,3040,823,2437,30658
4360,15867,32833,36225,36225,2871,13785,13595,2396,16472,10106
21363,3707,1263,2960,10392,29916,5259,13223,3999,1403,31885
39640,3056,38831,5733,3066,3529,2070,38036,31424,38775,10424
14379,9487,24967,39610,12957,2870,34638,34492,6635,33505,31118
27413,23101,33165,25877,2436,19859,9545,10280,19857,37905,17012
24911,7583,34015,6891,34683,34639,1632,35781,33514,40586,2945
37771,4868,3580,38975,23171,3558,4378,5173,23275,1405,38865
32895,18653,3747,33125,2590,22119,33981,39583,15839,40024,6122
31189,3478,23047,29705,6041,3302,35512,33769,13325,36256,33962
21751,9311,32423,21001,13057,40145,7730,32864,17491,19631,1785
32833,15867,4360,36225,36225,2871,13595,2396,16472,4304,13785
17537,2530,4491,10770,39710,3058,32267,35446,24987,7178,4342
10458,38337,35028,9232,9970,40230,10488,31788,37870,11745,3679
36889,34312,4701,29730,3250,6685,4732,36109,1781,39392,39392
25923,34759,1636,29085,31401,3680,8655,37346,14993,4714,6122
19859,33165,37905,23101,17012,7262,27413,2445,25877,2436,2194
17867,28961,4010,8339,3537,15841,3939,3102,9435,38797,35716
16914,38082,8654,40333,40333,2218,16474,5316,34388,40060,2539
35446,32267,24987,2530,4342,6558,32239,17539,30242,17537,17747
31789,2411,18691,10827,14127,6590,2413,3771,35936,14543,40870
24377,34747,40935,24273,1633,1339,40540,734,4607,7266,5315
16189,12995,32484,977,13019,11349,2352,32405,3324,35727,28311
2433,8039,4590,33231,33231,38536,11067,30812,9849,5424,1272
5315,15409,2858,22347,4004,2325,27603,1339,36419,36419,24377
34795,14539,38555,6590,1387,36720,36720,1359,14127,10827,2411
17745,16642,20757,3050,2955,39049,39049,6892,7708,35252,37870
32518,11747,20471,37962,2505,2869,18455,8987,7276,18959,9968
10280,19857,9545,2436,25877,35931,31101,27413,2359,23101,33165
6465,3679,11745,28157,9970,10590,10695,2896,9232,35028,10458
9435,38797,35716,35716,15841,8339,4600,4010,17867,30614,30614
1787,40485,5347,10920,12143,12143,2852,3102,5194,3939,2866
16638,2324,8293,6194,30448,17371,39469,7456,31810,10106,13785
8039,4590,2433,38536,30812,33231,33231,11067,9849,5424,1272
35727,3324,11349,2352,21597,30702,977,12995,16189,3711,37704
2867,35759,22069,12055,38088,39808,31283,10683,10694,2417,11467
3771,35936,2413,14543,40870,1041,32872,18691,28309,31789,30614
39042,4011,5653,2917,40532,4494,40763,40763,2944,2209,40486
37474,6235,30817,40056,34311,21059,6220,3308,39166,2134,18695
30898,31400,9310,32063,36419,36419,27603,2325,4004,22347,2858
32063,31400,30898,36737,9310,36419,6694,36419,27603,30223,2325
38995,2957,3454,2377,1512,38252,13643,3452,38835,10938,3729
39085,2353,35737,36051,5210,39966,34959,3350,2859,16091,11469
19631,17491,32864,7730,1785,40145,13057,21001,4399,29261,21751
18525,20377,35498,11065,2349,28313,14129,10457,40738,3888,12959
30891,11467,25667,2417,10694,5097,10683,28779,31283,38088,37984
2446,29573,38749,6690,31118,33768,33505,40483,32016,12957,12961
40023,33960,3583,40048,4463,38994,5401,38732,40623,4608,3379
15841,8339,4010,17867,28961,9435,3537,38797,35716,35716,3939
9311,21751,32423,21001,13057,40145,7730,32864,17491,19631,1785
4763,203,2988,10457,37405,11997,2349,11065,35498,18525,20377
32620,7969,31397,40060,34388,21069,16474,40333,40333,30812,38536
3220,40046,32587,3918,7053,38475,21521,32355,11321,34036,2238
21925,33839,1634,29809,10419,1042,8291,23033,30583,35960,35960
34963,2438,40460,33962,13325,33769,35512,3302,15291,10697,22543
38033,40513,23477,40513,3795,2328,39795,39175,37169,6328,3427
39800,39753,34821,30532,33515,19283,36122,40858,3160,1332,2343
29807,2982,31652,35029,40024,2447,39583,40956,22119,2531,33291
18693,11185,3970,9721,35581,40314,40314,1360,9638,29261,4399
28961,17867,4010,8339,3537,15841,3939,3102,9435,38797,35716
7053,32587,3220,21521,32355,40046,3918,11321,38475,2238,34036
2135,33322,33322,8110,15843,12059,10668,1896,39555,32667,32667
36256,38034,40148,6986,6041,10325,40054,29705,31189,6635,3478
35028,9232,10458,9970,38337,11745,40230,3679,10488,31788,6465
40337,214,40321,40321,4813,3908,40615,40656,3569,38882,2380
23479,19051,2866,18655,5194,2136,40815,40815,2852,12143,12143
19051,23479,2866,18655,5194,2136,40815,40815,2852,12143,12143
38470,2755,14047,10552,2507,1895,28517,5054,39948,38843,5213
10106,31810,13785,39469,17371,2871,36225,36225,6194,4360,8293
5774,39017,39017,741,2148,3210,38889,36259,39988,40174,38474
29808,39894,40902,733,9328,1408,1780,2841,35746,12057,1359
10048,10420,39790,1273,5890,2371,7458,2394,7264,2137,36137
21521,32355,7053,11321,32587,2238,3220,15097,40046,38085,3918
38732,38994,5401,4463,3379,3539,3551,40515,40023,4541,33960
15097,38085,2238,11321,32355,21521,7053,21829,32587,3220,40046
30243,12997,5464,39792,40102,39531,39535,39535,39531,20849,32667
10683,10694,2417,31283,38088,11467,30891,25667,22069,5097,28779
5097,28779,25667,30891,11467,37984,4502,4502,37984,2417,10694
719,38668,40357,40357,7411,37994,29575,36538,30455,33852,33852
33505,31118,6690,2446,38749,29573,12957,33768,40483,39610,32016
37233,4057,2883,2138,35380,20995,10906,5209,5212,27363,6337
35512,3302,33769,23047,13325,3478,33962,31189,40460,29705,2438
8291,30583,10419,35960,35960,3992,29809,33839,21925,6546,1634
3102,3939,3537,40485,28961,17867,1787,4010,8339,5347,10920
2372,5959,31886,15537,830,4358,3479,755,9761,20801,2873
37585,38400,38790,40453,40059,38790,37576,37576,7110,40421,38799
10419,29809,8291,21925,33839,30583,1634,35960,35960,1042,3992
16472,2396,13595,4304,38302,40392,32833,15867,4360,1783,36225
13057,21001,40145,7730,32864,17491,19631,1785,21751,9311,4399
38034,40148,36256,6986,10325,40054,6041,29705,6635,31189,34492
31886,5959,2372,15537,830,4358,3479,755,9761,20801,2873
35936,3771,2413,14543,40870,1041,32872,18691,28309,31789,30614
8110,15843,33322,33322,12059,2135,1896,10668,32667,32667,20849
11321,2238,32355,21521,15097,38085,7053,32587,3220,40046,3918
3939,3102,3537,28961,17867,4010,8339,40485,1787,15841,5347
40336,2326,40074,3384,5399,40762,38990,3378,37936,40762,3082
4358,830,15537,5959,31886,2372,9761,20801,2873,14991,14991
3210,40174,38474,38474,38889,39017,39017,10851,5774,36259,40507
6590,14127,10827,2411,34795,14539,38555,31789,1387,18691,36720
34747,24377,24273,1633,40935,1339,40540,734,4607,7266,10553
21001,40145,13057,7730,32864,17491,19631,1785,21751,9311,4399
39795,39175,2328,5208,38033,5674,40513,23477,40513,3795,2872
32872,28309,1041,40870,14543,35936,3771,2413,30614,30614,4600
35926,40571,22901,7582,2410,40748,2360,40020,31403,33104,3034
3970,11185,9721,18693,40314,40314,1360,35581,29261,4399,1785
5194,2852,2866,23479,19051,12143,12143,10920,5347,18655,2136
12959,3888,3944,16059,40738,40738,28313,14129,2169,31117,20377
38453,2186,3211,3705,39486,1513,39068,2959,40708,3953,40708
14127,10827,2411,6590,31789,34795,14539,18691,38555,2413,3771
31810,10106,39469,17371,13785,2871,36225,36225,6194,8293,16638
2852,12143,12143,10920,5194,5347,1787,2866,40485,23479,19051
21069,32620,7969,31397,30812,40060,38536,34388,4590,8039,2433
6690,31118,33505,2446,38749,29573,33768,40483,12957,32016,39610
10488,31788,40230,37870,35252,38337,7708,39049,39049,10458,2955
38030,27909,35343,40716,35335,14659,7611,36033,9287,17543,9599
4600,30614,30614,35716,35716,28309,38797,32872,9435,1041,40870
3992,35960,35960,30583,6546,8291,2341,10419,29809,40746,21925
33962,13325,40460,2438,33769,35512,34963,3302,23047,3478,31189
1401,40010,40776,972,747,2798,24641,24641,38909,9308,12375
2531,33291,37890,40956,15845,2447,30741,34361,7268,14995,35029
38095,5645,3826,2375,1404,40465,32012,38585,4000,4084,3526
2441,6286,2140,9009,20589,34899,11855,2357,9904,11749,753
14129,28313,40738,3888,20377,12959,18525,40738,3944,16059,35498
14661,35178,27879,2412,39184,33393,24317,39392,39392,10327,1781
2960,10392,29916,5259,21363,3707,1263,9778,3728,13223,22039
7708,39049,39049,35252,2955,37870,31788,3050,10488,40230,17745
20589,9009,11855,2357,9904,11749,2441,25055,7179,6286,29852
39466,3586,10256,5107,4017,40595,38015,36005,3093,4379,4606
1780,1408,2841,9328,733,29808,39894,40902,1359,36720,36720
30460,36689,21513,34491,3422,39960,34168,39960,11465,24851,23247
5603,2185,8651,2370,36721,40936,37360,37839,5213,32238,5054
24453,34399,11969,24021,18151,2506,2137,7264,2394,34740,3107
11465,24851,34168,39960,39960,23247,3422,30132,34491,5455,21513
25877,2436,27413,9545,10280,23101,19857,33165,19859,35931,31101
37223,4730,10327,30543,24317,33393,39184,2412,38708,38708,14661
1041,40870,14543,35936,32872,3771,2413,28309,18691,30614,30614
2377,3454,38995,2957,38252,13643,1512,38835,3452,10938,5924
36721,2370,40936,5603,2185,8651,32238,8294,18695,39166,37360
3747,32895,22119,18653,33125,39583,2590,40024,33981,15839,6122
33588,2340,2874,1784,5383,36699,24743,36254,3920,4604,36458
4004,2325,22347,2858,27603,36419,36419,15409,9310,5315,30898
1779,5211,40907,4555,29915,8289,3581,9008,6689,1510,4816
1821,2194,2445,7262,17012,37905,9312,19859,31995,33165,3307
9904,11749,11855,2357,25055,7179,20589,9009,29852,33138,2441
7458,2371,36137,10420,5455,10048,30132,23247,39790,1273,5890
1273,5890,39790,2394,7264,2137,10048,10420,2506,2371,7458
3308,2134,21059,34311,40056,37474,6235,30817,35558,6220,39166
9287,7611,14659,36033,9599,30269,28519,22081,1558,35335,3385
